,train,val,test
C3L-00949-22,False,False,True
C3N-00729-26,False,False,True
C3N-02636-21,False,False,True
C3L-02468-25,False,False,True
C3N-00389-23,False,False,True
C3N-00848-21,False,False,True
C3N-01877-24,False,False,True
C3N-00335-22,False,False,True
C3N-00200-23,False,False,True
C3N-00379-21,False,False,True
C3N-01520-21,False,False,True
C3N-00377-26,False,False,True
C3L-01744-21,False,False,True
C3L-00098-26,False,False,True
C3L-00139-26,False,False,True
C3L-00898-21,False,False,True
C3N-00377-27,False,False,True
C3L-05571-25,False,False,True
C3N-00323-24,False,False,True
C3L-00962-21,False,False,True
C3N-00334-22,False,False,True
C3N-02296-21,False,False,True
C3L-02216-22,False,False,True
C3N-01816-22,False,False,True
C3L-04838-24,False,False,True
C3N-04686-22,False,False,True
C3L-01149-22,False,False,True
C3L-00278-21,False,False,True
C3L-03968-22,False,False,True
C3L-04362-25,False,False,True
C3L-00349-22,False,False,True
C3N-02255-22,False,False,True
C3L-03385-26,False,False,True
C3L-00424-21,False,False,True
C3L-04339-25,False,False,True
C3L-03400-25,False,False,True
C3N-00663-21,False,False,True
C3N-03184-22,False,False,True
C3N-01857-21,False,False,True
C3L-04843-23,False,False,True
C3L-04362-23,False,False,True
C3N-03180-23,False,False,True
C3L-04090-21,False,False,True
C3N-02785-21,False,False,True
C3L-00016-24,False,False,True
C3L-04213-22,False,False,True
C3N-03183-23,False,False,True
C3L-01045-24,False,False,True
C3L-01045-23,False,False,True
C3L-03554-23,False,False,True
C3N-01850-21,False,False,True
C3N-04100-21,False,False,True
C3N-04312-22,False,False,True
C3N-01815-22,False,False,True
C3N-03088-22,False,False,True
C3L-04083-25,False,False,True
C3N-02770-29,False,False,True
C3L-01061-22,False,False,True
